parent_item,child_item,quantity_per
MCH0033,SUB00000002,1
MCH0033,SUB00000007,1
MCH0033,SUB00000012,1
MCH0034,SUB00000001,1
MCH0035,SUB00000004,1
MCH0036,SUB00000004,1
MCH0036,SUB00000009,1
MCH0037,SUB00000002,1
MCH0037,SUB00000007,1
MCH0038,SUB00000001,1
MCH0038,SUB00000005,1
MCH0039,SUB00000001,1
MCH0039,SUB00000007,1
MCH0040,SUB00000001,1
MCH0040,SUB00000005,1
MCH0040,SUB00000011,1
MCH0041,SUB00000004,1
MCH0041,SUB00000008,1
MCH0041,SUB00000010,1
MCH0042,SUB00000002,1
MCH0042,SUB00000008,1
MCH0043,SUB00000002,1
MCH0043,SUB00000006,1
MCH0043,SUB00000011,1
MCH0044,SUB00000004,1
MCH0044,SUB00000005,1
MCH0045,SUB00000004,1
MCH0046,SUB00000002,1
MCH0046,SUB00000007,1
MCH0047,SUB00000003,1
MCH0047,SUB00000008,1
MCH0048,SUB00000004,1
MCH0048,SUB00000012,1
MCH0049,SUB00000004,1
MCH0049,SUB00000008,1
MCH0049,SUB00000011,1
MCH0050,SUB00000003,1
MCH0050,SUB00000008,1
MCH0050,SUB00000009,1
MCH0051,SUB00000004,1
MCH0052,SUB00000002,1
MCH0052,SUB00000007,1
MCH0052,SUB00000010,1
MCH0053,SUB00000003,1
MCH0053,SUB00000006,1
MCH0054,SUB00000001,1
MCH0054,SUB00000008,1
MCH0054,SUB00000011,1
MCH0055,SUB00000002,1
MCH0055,SUB00000007,1
MCH0055,SUB00000012,1
MCH0056,SUB00000002,1
MCH0056,SUB00000007,1
MCH0056,SUB00000011,1
MCH0057,SUB00000002,1
MCH0057,SUB00000008,1
MCH0058,SUB00000003,1
MCH0058,SUB00000007,1
MCH0059,SUB00000004,1
MCH0059,SUB00000010,1
MCH0060,SUB00000004,1
MCH0061,SUB00000003,1
MCH0061,SUB00000008,1
MCH0061,SUB00000009,1
MCH0062,SUB00000004,1
MCH0062,SUB00000007,1
MCH0062,SUB00000011,1
MCH0063,SUB00000001,1
MCH0063,SUB00000008,1
MCH0063,SUB00000011,1
MCH0064,SUB00000002,1
MCH0064,SUB00000008,1
MCH0065,SUB00000003,1
MCH0065,SUB00000005,1
MCH0065,SUB00000009,1
MCH0066,SUB00000003,1
MCH0066,SUB00000010,1
MCH0067,SUB00000002,1
MCH0067,SUB00000007,1
MCH0068,SUB00000004,1
MCH0068,SUB00000006,1
MCH0069,SUB00000001,1
MCH0070,SUB00000003,1
MCH0070,SUB00000007,1
MCH0070,SUB00000012,1
MCH0071,SUB00000002,1
MCH0071,SUB00000011,1
MCH0072,SUB00000003,1
MCH0072,SUB00000007,1
MCH0072,SUB00000009,1
MCH0073,SUB00000004,1
MCH0073,SUB00000006,1
MCH0074,SUB00000001,1
MCH0074,SUB00000007,1
MCH0074,SUB00000010,1
MCH0075,SUB00000002,1
MCH0075,SUB00000006,1
MCH0075,SUB00000010,1
MCH0076,SUB00000003,1
MCH0076,SUB00000005,1
MCH0076,SUB00000010,1
MCH0077,SUB00000002,1
MCH0077,SUB00000006,1
MCH0077,SUB00000009,1
MCH0078,SUB00000002,1
MCH0078,SUB00000006,1
MCH0078,SUB00000009,1
MCH0079,SUB00000002,1
MCH0079,SUB00000006,1
MCH0080,SUB00000001,1
MCH0080,SUB00000008,1
MCH0080,SUB00000011,1
MCH0081,SUB00000001,1
MCH0081,SUB00000006,1
MCH0082,SUB00000001,1
MCH0082,SUB00000007,1
MCH0082,SUB00000009,1
MCH0083,SUB00000001,1
MCH0084,SUB00000004,1
MCH0084,SUB00000008,1
MCH0085,SUB00000004,1
MCH0085,SUB00000005,1
MCH0085,SUB00000010,1
MCH0086,SUB00000001,1
MCH0086,SUB00000007,1
MCH0086,SUB00000011,1
MCH0087,SUB00000004,1
MCH0087,SUB00000008,1
MCH0087,SUB00000009,1
MCH0088,SUB00000002,1
MCH0088,SUB00000006,1
MCH0088,SUB00000012,1
MCH0089,SUB00000004,1
MCH0089,SUB00000005,1
MCH0089,SUB00000011,1
MCH0090,SUB00000003,1
MCH0090,SUB00000006,1
MCH0091,SUB00000004,1
MCH0091,SUB00000005,1
MCH0091,SUB00000009,1
MCH0092,SUB00000003,1
MCH0092,SUB00000011,1
MCH0093,SUB00000001,1
MCH0093,SUB00000008,1
MCH0094,SUB00000001,1
MCH0095,SUB00000003,1
MCH0095,SUB00000006,1
MCH0095,SUB00000012,1
MCH0096,SUB00000002,1
MCH0096,SUB00000011,1
MCH0097,SUB00000001,1
MCH0097,SUB00000006,1
MCH0098,SUB00000001,1
MCH0098,SUB00000007,1
MCH0098,SUB00000011,1
MCH0099,SUB00000003,1
MCH0099,SUB00000010,1
MCH0100,SUB00000002,1
MCH0100,SUB00000008,1
MCH0100,SUB00000009,1
MCH0101,SUB00000001,1
MCH0101,SUB00000006,1
MCH0101,SUB00000012,1
MCH0102,SUB00000003,1
MCH0102,SUB00000007,1
MCH0103,SUB00000001,1
MCH0103,SUB00000009,1
MCH0104,SUB00000001,1
MCH0104,SUB00000008,1
MCH0104,SUB00000012,1
MCH0105,SUB00000004,1
MCH0105,SUB00000005,1
MCH0105,SUB00000009,1
MCH0106,SUB00000003,1
MCH0106,SUB00000008,1
MCH0106,SUB00000011,1
MCH0107,SUB00000001,1
MCH0107,SUB00000005,1
MCH0107,SUB00000011,1
MCH0108,SUB00000002,1
MCH0108,SUB00000007,1
MCH0108,SUB00000009,1
MCH0109,SUB00000001,1
MCH0109,SUB00000008,1
MCH0109,SUB00000012,1
MCH0110,SUB00000002,1
MCH0110,SUB00000007,1
MCH0110,SUB00000009,1
MCH0111,SUB00000004,1
MCH0111,SUB00000005,1
MCH0112,SUB00000004,1
MCH0112,SUB00000008,1
MCH0112,SUB00000012,1
MCH0113,SUB00000001,1
MCH0113,SUB00000012,1
MCH0114,SUB00000003,1
MCH0114,SUB00000005,1
MCH0114,SUB00000012,1
MCH0115,SUB00000001,1
MCH0115,SUB00000007,1
MCH0116,SUB00000002,1
MCH0116,SUB00000006,1
MCH0116,SUB00000009,1
MCH0117,SUB00000002,1
MCH0117,SUB00000010,1
MCH0118,SUB00000002,1
MCH0118,SUB00000007,1
MCH0118,SUB00000010,1
MCH0119,SUB00000001,1
MCH0119,SUB00000008,1
MCH0119,SUB00000012,1
MCH0120,SUB00000003,1
MCH0121,SUB00000002,1
MCH0121,SUB00000008,1
MCH0121,SUB00000011,1
MCH0122,SUB00000003,1
MCH0122,SUB00000007,1
MCH0122,SUB00000011,1
MCH0123,SUB00000004,1
MCH0123,SUB00000005,1
MCH0123,SUB00000011,1
MCH0124,SUB00000001,1
MCH0124,SUB00000005,1
MCH0125,SUB00000004,1
MCH0125,SUB00000005,1
MCH0125,SUB00000010,1
MCH0126,SUB00000003,1
MCH0126,SUB00000006,1
MCH0127,SUB00000004,1
MCH0127,SUB00000007,1
MCH0128,SUB00000001,1
MCH0128,SUB00000006,1
MCH0128,SUB00000012,1
MCH0129,SUB00000004,1
MCH0129,SUB00000006,1
MCH0129,SUB00000011,1
MCH0130,SUB00000004,1
MCH0130,SUB00000007,1
MCH0131,SUB00000001,1
MCH0131,SUB00000007,1
MCH0131,SUB00000009,1
MCH0132,SUB00000004,1
MCH0132,SUB00000006,1
MCH0132,SUB00000010,1
MCH0133,SUB00000003,1
MCH0133,SUB00000008,1
MCH0133,SUB00000009,1
MCH0134,SUB00000003,1
MCH0134,SUB00000007,1
MCH0135,SUB00000001,1
MCH0135,SUB00000008,1
MCH0135,SUB00000009,1
MCH0136,SUB00000003,1
MCH0136,SUB00000006,1
MCH0136,SUB00000012,1
MCH0137,SUB00000002,1
MCH0137,SUB00000006,1
MCH0137,SUB00000011,1
MCH0138,SUB00000001,1
MCH0138,SUB00000005,1
MCH0139,SUB00000002,1
MCH0139,SUB00000006,1
MCH0139,SUB00000010,1
MCH0140,SUB00000004,1
MCH0140,SUB00000007,1
MCH0141,SUB00000002,1
MCH0142,SUB00000004,1
MCH0142,SUB00000006,1
MCH0142,SUB00000012,1
MCH0143,SUB00000002,1
MCH0143,SUB00000008,1
MCH0143,SUB00000011,1
MCH0144,SUB00000004,1
MCH0144,SUB00000008,1
MCH0145,SUB00000002,1
MCH0145,SUB00000011,1
MCH0146,SUB00000001,1
MCH0146,SUB00000007,1
MCH0146,SUB00000009,1
MCH0147,SUB00000001,1
MCH0147,SUB00000006,1
MCH0147,SUB00000010,1
MCH0148,SUB00000004,1
MCH0148,SUB00000006,1
MCH0149,SUB00000003,1
MCH0149,SUB00000012,1
MCH0150,SUB00000003,1
MCH0150,SUB00000005,1
MCH0150,SUB00000009,1
MCH0151,SUB00000003,1
MCH0152,SUB00000003,1
MCH0152,SUB00000006,1
MCH0152,SUB00000012,1
MCH0153,SUB00000002,1
MCH0153,SUB00000008,1
MCH0153,SUB00000009,1
MCH0154,SUB00000001,1
MCH0154,SUB00000006,1
MCH0155,SUB00000004,1
MCH0155,SUB00000007,1
MCH0155,SUB00000009,1
MCH0156,SUB00000001,1
MCH0156,SUB00000008,1
MCH0156,SUB00000012,1
MCH0157,SUB00000001,1
MCH0157,SUB00000006,1
MCH0158,SUB00000003,1
MCH0158,SUB00000007,1
MCH0158,SUB00000012,1
MCH0159,SUB00000002,1
MCH0159,SUB00000005,1
MCH0159,SUB00000011,1
MCH0160,SUB00000001,1
MCH0160,SUB00000009,1
MCH0161,SUB00000004,1
MCH0161,SUB00000012,1
MCH0162,SUB00000003,1
MCH0162,SUB00000005,1
MCH0162,SUB00000009,1
MCH0163,SUB00000003,1
MCH0163,SUB00000005,1
MCH0164,SUB00000003,1
MCH0164,SUB00000007,1
MCH0164,SUB00000010,1
MCH0165,SUB00000004,1
MCH0165,SUB00000010,1
MCH0166,SUB00000002,1
MCH0166,SUB00000008,1
MCH0166,SUB00000010,1
MCH0167,SUB00000001,1
MCH0167,SUB00000005,1
MCH0167,SUB00000011,1
MCH0168,SUB00000004,1
MCH0168,SUB00000011,1
MCH0169,SUB00000001,1
MCH0169,SUB00000006,1
MCH0169,SUB00000009,1
MCH0170,SUB00000003,1
MCH0170,SUB00000007,1
MCH0170,SUB00000012,1
MCH0171,SUB00000004,1
MCH0171,SUB00000010,1
MCH0172,SUB00000004,1
MCH0172,SUB00000007,1
MCH0173,SUB00000003,1
MCH0174,SUB00000001,1
MCH0174,SUB00000006,1
MCH0174,SUB00000011,1
MCH0175,SUB00000001,1
MCH0175,SUB00000007,1
MCH0175,SUB00000012,1
MCH0176,SUB00000002,1
MCH0176,SUB00000007,1
MCH0176,SUB00000011,1
MCH0177,SUB00000004,1
MCH0177,SUB00000005,1
MCH0177,SUB00000012,1
MCH0178,SUB00000003,1
MCH0178,SUB00000006,1
MCH0179,SUB00000002,1
MCH0180,SUB00000004,1
MCH0180,SUB00000005,1
MCH0180,SUB00000011,1
MCH0181,SUB00000003,1
MCH0181,SUB00000005,1
MCH0182,SUB00000004,1
MCH0182,SUB00000009,1
MCH0183,SUB00000002,1
MCH0183,SUB00000008,1
MCH0183,SUB00000011,1
MCH0184,SUB00000002,1
MCH0184,SUB00000010,1
MCH0185,SUB00000004,1
MCH0185,SUB00000005,1
MCH0185,SUB00000011,1
MCH0186,SUB00000004,1
MCH0186,SUB00000007,1
MCH0187,SUB00000004,1
MCH0187,SUB00000006,1
MCH0188,SUB00000004,1
MCH0188,SUB00000008,1
MCH0189,SUB00000003,1
MCH0189,SUB00000005,1
MCH0189,SUB00000011,1
MCH0190,SUB00000003,1
MCH0191,SUB00000002,1
MCH0191,SUB00000006,1
MCH0191,SUB00000010,1
MCH0192,SUB00000002,1
MCH0192,SUB00000008,1
MCH0192,SUB00000011,1
MCH0193,SUB00000004,1
MCH0193,SUB00000009,1
MCH0194,SUB00000001,1
MCH0194,SUB00000008,1
MCH0194,SUB00000012,1
MCH0195,SUB00000001,1
MCH0195,SUB00000007,1
MCH0196,SUB00000004,1
MCH0196,SUB00000007,1
MCH0196,SUB00000010,1
MCH0197,SUB00000002,1
MCH0197,SUB00000005,1
MCH0198,SUB00000002,1
MCH0198,SUB00000006,1
MCH0198,SUB00000010,1
MCH0199,SUB00000003,1
MCH0199,SUB00000011,1
MCH0200,SUB00000001,1
MCH0200,SUB00000007,1
MCH0200,SUB00000011,1
SUB00000001,SUB000000013,1
SUB00000001,SUB000000018,1
SUB00000001,SUB000000023,1
SUB00000001,SUB000000025,1
SUB00000002,SUB000000013,2
SUB00000002,SUB000000018,2
SUB00000002,SUB000000021,2
SUB00000002,SUB000000027,2
SUB00000003,SUB000000016,1
SUB00000003,SUB000000020,2
SUB00000003,SUB000000024,1
SUB00000003,SUB000000025,1
SUB00000004,SUB000000016,2
SUB00000004,SUB000000020,2
SUB00000004,SUB000000022,2
SUB00000004,SUB000000026,2
SUB000000013,SUB0000000030,3
SUB000000013,SUB0000000032,2
SUB000000013,SUB0000000033,2
SUB000000013,CMP0528,1
SUB000000013,CMP0576,3
SUB000000013,CMP0109,4
SUB000000013,CMP0327,2
SUB000000013,CMP0248,2
SUB000000013,CMP0478,1
SUB000000014,SUB0000000029,2
SUB000000014,SUB0000000032,3
SUB000000014,SUB0000000034,1
SUB000000014,CMP0164,2
SUB000000014,CMP0336,4
SUB000000014,CMP0592,5
SUB000000014,CMP0739,4
SUB000000014,CMP0321,4
SUB000000014,CMP0195,3
SUB000000015,SUB0000000030,1
SUB000000015,SUB0000000031,2
SUB000000015,SUB0000000034,1
SUB000000015,CMP0221,4
SUB000000015,CMP0598,5
SUB000000015,CMP0362,4
SUB000000015,CMP0050,3
SUB000000015,CMP0052,5
SUB000000015,CMP0289,1
SUB000000016,SUB0000000029,2
SUB000000016,SUB0000000031,2
SUB000000016,SUB0000000034,2
SUB000000016,CMP0375,2
SUB000000016,CMP0047,3
SUB000000016,CMP0411,5
SUB000000016,CMP0053,3
SUB000000016,CMP0584,1
SUB000000016,CMP0576,4
SUB000000017,SUB0000000036,3
SUB000000017,SUB0000000038,3
SUB000000017,CMP0697,1
SUB000000017,CMP0626,4
SUB000000017,CMP0122,3
SUB000000017,CMP0132,3
SUB000000018,SUB0000000036,1
SUB000000018,SUB0000000037,3
SUB000000018,CMP0522,1
SUB000000018,CMP0412,1
SUB000000018,CMP0513,2
SUB000000018,CMP0042,3
SUB000000019,SUB0000000036,3
SUB000000019,SUB0000000038,1
SUB000000019,CMP0621,5
SUB000000019,CMP0528,3
SUB000000019,CMP0144,2
SUB000000019,CMP0336,4
SUB000000020,SUB0000000036,3
SUB000000020,SUB0000000038,3
SUB000000020,CMP0522,5
SUB000000020,CMP0546,3
SUB000000020,CMP0502,4
SUB000000020,CMP0726,1
SUB000000021,SUB0000000040,2
SUB000000021,SUB0000000041,2
SUB000000021,CMP0598,3
SUB000000021,CMP0316,5
SUB000000021,CMP0743,5
SUB000000021,CMP0705,2
SUB000000021,CMP0645,1
SUB000000021,CMP0028,5
SUB000000021,CMP0612,4
SUB000000021,CMP0486,2
SUB000000022,SUB0000000040,1
SUB000000022,SUB0000000041,1
SUB000000022,CMP0587,2
SUB000000022,CMP0718,4
SUB000000022,CMP0113,2
SUB000000022,CMP0196,4
SUB000000022,CMP0020,5
SUB000000022,CMP0452,5
SUB000000022,CMP0322,4
SUB000000022,CMP0429,1
SUB000000023,SUB0000000039,3
SUB000000023,SUB0000000041,3
SUB000000023,CMP0333,5
SUB000000023,CMP0679,3
SUB000000023,CMP0490,5
SUB000000023,CMP0539,3
SUB000000023,CMP0386,3
SUB000000023,CMP0322,5
SUB000000023,CMP0178,4
SUB000000023,CMP0471,2
SUB000000024,SUB0000000039,2
SUB000000024,SUB0000000042,1
SUB000000024,CMP0305,4
SUB000000024,CMP0790,3
SUB000000024,CMP0296,5
SUB000000024,CMP0722,3
SUB000000024,CMP0213,3
SUB000000024,CMP0707,1
SUB000000024,CMP0501,5
SUB000000024,CMP0325,5
SUB000000025,SUB0000000044,2
SUB000000025,SUB0000000046,1
SUB000000025,CMP0298,3
SUB000000025,CMP0044,4
SUB000000025,CMP0295,3
SUB000000025,CMP0732,4
SUB000000025,CMP0081,2
SUB000000026,SUB0000000043,3
SUB000000026,SUB0000000046,3
SUB000000026,CMP0713,5
SUB000000026,CMP0279,2
SUB000000026,CMP0141,2
SUB000000026,CMP0112,1
SUB000000026,CMP0631,5
SUB000000027,SUB0000000043,3
SUB000000027,SUB0000000045,1
SUB000000027,CMP0103,1
SUB000000027,CMP0424,2
SUB000000027,CMP0339,1
SUB000000027,CMP0735,5
SUB000000027,CMP0484,2
SUB000000028,SUB0000000044,3
SUB000000028,SUB0000000046,2
SUB000000028,CMP0667,3
SUB000000028,CMP0205,1
SUB000000028,CMP0775,1
SUB000000028,CMP0295,5
SUB000000028,CMP0329,2
SUB0000000029,CMP0548,1
SUB0000000029,CMP0757,2
SUB0000000029,CMP0741,4
SUB0000000030,CMP0181,4
SUB0000000030,CMP0038,2
SUB0000000030,CMP0407,3
SUB0000000031,CMP0039,1
SUB0000000031,CMP0010,3
SUB0000000031,CMP0306,3
SUB0000000031,CMP0582,4
SUB0000000032,CMP0657,2
SUB0000000032,CMP0557,4
SUB0000000032,CMP0537,3
SUB0000000032,CMP0506,2
SUB0000000033,CMP0116,3
SUB0000000033,CMP0339,2
SUB0000000033,CMP0167,1
SUB0000000033,CMP0749,3
SUB0000000033,CMP0470,3
SUB0000000033,CMP0664,2
SUB0000000034,CMP0180,3
SUB0000000034,CMP0626,1
SUB0000000034,CMP0655,4
SUB0000000034,CMP0416,1
SUB0000000034,CMP0438,2
SUB0000000034,CMP0528,2
SUB0000000035,CMP0489,4
SUB0000000035,CMP0332,2
SUB0000000035,CMP0255,4
SUB0000000035,CMP0007,3
SUB0000000035,CMP0268,3
SUB0000000036,CMP0310,3
SUB0000000036,CMP0597,3
SUB0000000036,CMP0741,2
SUB0000000036,CMP0587,1
SUB0000000036,CMP0012,1
SUB0000000037,CMP0477,3
SUB0000000037,CMP0315,1
SUB0000000037,CMP0164,3
SUB0000000037,CMP0416,3
SUB0000000038,CMP0630,4
SUB0000000038,CMP0227,2
SUB0000000038,CMP0225,4
SUB0000000038,CMP0137,3
SUB0000000039,CMP0426,2
SUB0000000039,CMP0719,2
SUB0000000039,CMP0563,1
SUB0000000039,CMP0483,4
SUB0000000039,CMP0776,3
SUB0000000039,CMP0551,1
SUB0000000039,CMP0681,1
SUB0000000040,CMP0064,2
SUB0000000040,CMP0561,3
SUB0000000040,CMP0518,4
SUB0000000040,CMP0208,1
SUB0000000040,CMP0587,2
SUB0000000040,CMP0550,4
SUB0000000040,CMP0154,1
SUB0000000041,CMP0523,4
SUB0000000041,CMP0457,2
SUB0000000041,CMP0057,4
SUB0000000042,CMP0468,4
SUB0000000042,CMP0578,3
SUB0000000042,CMP0060,1
SUB0000000043,CMP0406,1
SUB0000000043,CMP0261,1
SUB0000000043,CMP0004,4
SUB0000000043,CMP0764,3
SUB0000000043,CMP0224,1
SUB0000000044,CMP0555,3
SUB0000000044,CMP0062,4
SUB0000000044,CMP0071,2
SUB0000000044,CMP0484,2
SUB0000000044,CMP0033,4
SUB0000000045,CMP0384,4
SUB0000000045,CMP0392,4
SUB0000000045,CMP0460,1
SUB0000000046,CMP0700,2
SUB0000000046,CMP0678,3
SUB0000000046,CMP0553,1
SUB0000000047,CMP0183,2
SUB0000000047,CMP0551,2
SUB0000000047,CMP0403,1
SUB0000000047,CMP0542,1
SUB0000000048,CMP0306,4
SUB0000000048,CMP0475,4
SUB0000000048,CMP0690,2
SUB0000000048,CMP0737,2
SUB0000000049,CMP0472,2
SUB0000000049,CMP0355,3
SUB0000000050,CMP0194,1
SUB0000000050,CMP0743,1
SUB0000000051,CMP0677,1
SUB0000000051,CMP0430,1
SUB0000000051,CMP0630,4
SUB0000000051,CMP0785,1
SUB0000000051,CMP0017,2
SUB0000000051,CMP0247,1
SUB0000000051,CMP0212,4
SUB0000000051,CMP0069,4
SUB0000000052,CMP0240,3
SUB0000000052,CMP0553,2
SUB0000000052,CMP0223,3
SUB0000000052,CMP0773,3
SUB0000000052,CMP0795,2
SUB0000000052,CMP0058,3
SUB0000000052,CMP0144,2
SUB0000000052,CMP0516,2
SUB0000000053,CMP0424,2
SUB0000000053,CMP0308,4
SUB0000000053,CMP0282,4
SUB0000000053,CMP0063,1
SUB0000000053,CMP0571,3
SUB0000000054,CMP0659,4
SUB0000000054,CMP0688,4
SUB0000000054,CMP0391,2
SUB0000000054,CMP0538,3
SUB0000000054,CMP0327,4
MCH0037,SUB00000003,1
MCH0119,SUB00000003,1
MCH0144,SUB00000003,1
MCH0107,SUB00000003,1
MCH0143,SUB00000003,1
MCH0063,SUB00000009,1
MCH0066,SUB00000009,1
MCH0053,SUB00000009,1
MCH0021,SUB00000008,1
MCH0116,SUB00000008,1
MCH0095,SUB00000008,1
MCH0024,SUB00000008,1
MCH0014,SUB00000004,1
MCH0069,SUB00000004,1
MCH0097,SUB00000004,1
MCH0173,SUB00000004,1
MCH0011,SUB00000011,1
MCH0019,SUB00000011,1
MCH0195,SUB00000011,1
MCH0151,SUB00000011,1
MCH0186,SUB00000011,1
MCH0172,SUB00000011,1
MCH0056,SUB00000012,1
MCH0123,SUB00000012,1
MCH0054,SUB00000012,1
MCH0086,SUB00000012,1
MCH0078,SUB00000012,1
SUB00000004,SUB000000019,2
SUB00000001,SUB000000016,1
SUB00000003,SUB000000023,1
SUB00000007,CMP0549,1
SUB0000000034,CMP0549,3
SUB00000003,CMP0549,6
SUB000000015,CMP0549,1
SUB000000014,CMP0549,4
SUB0000000045,CMP0549,3
SUB0000000037,CMP0549,7
SUB0000000031,CMP0549,2
SUB000000018,CMP0549,5
SUB0000000052,CMP0549,3
SUB00000005,CMP0549,4
SUB0000000046,CMP0549,7
SUB0000000035,CMP0549,6
SUB0000000048,CMP0549,7
SUB0000000051,CMP0294,1
SUB0000000045,CMP0294,2
SUB0000000047,CMP0294,7
SUB00000006,CMP0294,4
SUB0000000033,CMP0294,2
SUB0000000048,CMP0294,6
SUB000000023,CMP0294,7
SUB00000002,CMP0018,7
SUB0000000041,CMP0018,3
SUB000000018,CMP0018,7
SUB0000000051,CMP0018,2
SUB0000000029,CMP0018,5
SUB0000000032,CMP0018,4
SUB000000015,CMP0018,2
SUB000000023,CMP0018,2
SUB0000000036,CMP0018,5
SUB000000025,CMP0018,3
SUB0000000046,CMP0515,5
SUB0000000051,CMP0515,8
SUB0000000041,CMP0515,6
SUB00000010,CMP0515,5
SUB0000000048,CMP0515,2
SUB000000025,CMP0515,3
SUB000000021,CMP0515,2
SUB000000024,CMP0515,3
SUB00000007,CMP0515,7
SUB00000006,CMP0515,8
SUB00000001,CMP0515,7
SUB00000002,CMP0715,6
SUB00000006,CMP0715,7
SUB000000023,CMP0715,1
SUB0000000036,CMP0715,5
SUB0000000053,CMP0715,7
SUB0000000039,CMP0715,7
SUB0000000047,CMP0691,7
SUB0000000036,CMP0691,3
SUB000000016,CMP0691,3
SUB0000000037,CMP0691,5
SUB0000000034,CMP0691,5
SUB00000011,CMP0691,5
SUB00000010,CMP0441,8
SUB00000005,CMP0441,4
SUB00000011,CMP0441,8
SUB000000028,CMP0441,2
SUB000000018,CMP0441,3
SUB000000027,CMP0441,5
SUB000000020,CMP0441,1
SUB0000000031,CMP0441,7
SUB0000000053,CMP0441,6
SUB000000024,CMP0441,7
SUB000000017,CMP0441,6
SUB000000016,CMP0441,8
SUB000000028,CMP0184,8
SUB0000000053,CMP0184,6
SUB0000000042,CMP0184,3
SUB0000000039,CMP0184,7
SUB00000009,CMP0184,6
SUB000000020,CMP0184,5
SUB000000021,CMP0184,8
SUB0000000051,CMP0184,4
SUB0000000045,CMP0184,6
SUB000000013,CMP0184,7
SUB0000000053,CMP0110,3
SUB0000000051,CMP0110,1
SUB000000026,CMP0110,8
SUB000000024,CMP0110,4
SUB00000008,CMP0110,8
SUB0000000037,CMP0110,5
SUB000000013,CMP0110,2
SUB0000000038,CMP0110,7
SUB0000000035,CMP0110,8
SUB0000000041,CMP0099,7
SUB000000020,CMP0099,7
SUB000000016,CMP0099,2
SUB000000017,CMP0099,8
SUB0000000043,CMP0099,8
SUB00000010,CMP0099,7
SUB0000000046,CMP0099,7
SUB00000003,CMP0537,3
SUB0000000051,CMP0537,1
SUB000000024,CMP0537,7
SUB0000000045,CMP0537,6
SUB0000000035,CMP0537,7
SUB0000000039,CMP0537,2
SUB0000000041,CMP0537,1
SUB00000006,CMP0537,2
SUB00000007,CMP0537,5
SUB000000016,CMP0537,4
SUB0000000043,CMP0537,4
SUB0000000044,CMP0537,8
SUB000000023,CMP0537,6
SUB0000000030,CMP0153,5
SUB0000000050,CMP0153,7
SUB0000000044,CMP0153,2
SUB0000000038,CMP0153,2
SUB0000000045,CMP0153,3
SUB0000000033,CMP0153,6
SUB00000010,CMP0153,5
SUB000000023,CMP0153,6
SUB00000002,CMP0153,8
SUB0000000031,CMP0153,4
SUB00000007,CMP0153,8
SUB0000000031,CMP0247,2
SUB00000007,CMP0247,1
SUB0000000029,CMP0247,6
SUB0000000047,CMP0247,2
SUB0000000045,CMP0247,3
SUB0000000052,CMP0247,4
SUB000000021,CMP0247,3
SUB00000005,CMP0247,3
SUB000000020,CMP0247,6
SUB00000003,CMP0247,7
SUB000000015,CMP0197,4
SUB0000000052,CMP0197,8
SUB000000026,CMP0197,7
SUB0000000041,CMP0197,7
SUB00000012,CMP0197,1
SUB0000000050,CMP0197,4
SUB0000000051,CMP0197,4
