item,period,forecast_quantity,lag
FP1-004,2023-01-30,4.04485002830254,4
FP1-004,2023-02-06,6.235549289694382,4
FP1-004,2023-02-13,6.06114935071956,4
FP1-004,2023-02-20,1.6046284646850086,4
FP1-004,2023-02-27,5.393294048220879,4
FP1-004,2023-03-06,5.8165538512600286,4
FP1-004,2023-03-13,4.571255594745061,4
FP1-004,2023-03-20,3.489267822075332,4
FP1-004,2023-03-27,5.202122712490261,4
FP1-004,2023-04-03,5.064593641183028,4
FP1-004,2023-04-10,5.7010368434570164,4
FP1-004,2023-04-17,5.2245511115562975,4
FP1-004,2023-04-24,7.106371647543234,4
FP1-004,2023-05-01,9.106478865486649,4
FP1-004,2023-05-08,9.032357387425174,4
FP1-004,2023-05-15,13.195495859774546,4
FP1-004,2023-05-22,10.997157950469687,4
FP1-004,2023-05-29,8.292192326868607,4
FP1-004,2023-06-05,9.44436456634392,4
FP1-004,2023-06-12,6.485594091477779,4
FP1-004,2023-06-19,6.158343870856535,4
FP1-004,2023-06-26,7.3817838497381105,4
FP1-004,2023-07-03,7.792867328053775,4
FP1-004,2023-07-10,5.287453345937267,4
FP1-004,2023-07-17,4.423995391412621,4
FP1-004,2023-07-24,2.7874578942788126,4
FP1-004,2023-07-31,2.2546760940687616,4
FP1-004,2023-08-07,2.0807767679783566,4
FP1-004,2023-08-14,2.7021711642696165,4
FP1-004,2023-08-21,2.9028078279634864,4
FP1-004,2023-08-28,4.994957414299492,4
FP1-004,2023-09-04,4.998363409465361,4
FP1-004,2023-09-11,3.6495825091436833,4
FP1-004,2023-09-18,3.208657766664401,4
FP1-004,2023-09-25,5.084607921759826,4
FP1-004,2023-10-02,5.705139859020194,4
FP1-004,2023-10-09,5.229577425117218,4
FP1-004,2023-10-16,6.418198269838002,4
FP1-004,2023-10-23,7.4900815842839,4
FP1-004,2023-10-30,7.83513709988465,4
FP1-004,2023-11-06,12.766664703719323,4
FP1-004,2023-11-13,15.124950092430986,4
FP1-004,2023-11-20,12.925967153672909,4
FP1-004,2023-11-27,12.977328850773432,4
FP1-004,2023-12-04,11.601954070818012,4
FP1-004,2023-12-11,11.879207751706529,4
FP1-004,2023-12-18,9.87772714494856,4
FP1-004,2023-12-25,8.559096193344997,4
FP1-005,2023-01-02,6.691328830008872,4
FP1-005,2023-01-09,7.16412270878221,4
FP1-005,2023-01-16,7.10647308253734,4
FP1-005,2023-01-23,6.77321575971469,4
FP1-005,2023-01-30,5.664015060738821,4
FP1-005,2023-02-06,5.6875806139364125,4
FP1-005,2023-02-13,5.747402068573351,4
FP1-005,2023-02-20,5.809959480571608,4
FP1-005,2023-02-27,5.933284361906391,4
FP1-005,2023-03-06,5.9526612345364605,4
FP1-005,2023-03-13,6.0005958868321985,4
FP1-005,2023-03-20,6.119322663280108,4
FP1-005,2023-03-27,6.1713132102383135,4
FP1-005,2023-04-03,6.551847454368396,4
FP1-005,2023-04-10,6.357302204308246,4
FP1-005,2023-04-17,6.3948777703708295,4
FP1-005,2023-04-24,6.405414138130556,4
FP1-005,2023-05-01,6.507922029144286,4
FP1-005,2023-05-08,6.545955469818322,4
FP1-005,2023-05-15,6.610630202705804,4
FP1-005,2023-05-22,6.645360233362774,4
FP1-005,2023-05-29,6.735292169862968,4
FP1-005,2023-06-05,6.794796380241995,4
FP1-005,2023-06-12,6.888896497861142,4
FP1-005,2023-06-19,6.946199861827193,4
FP1-005,2023-06-26,7.322472285639209,4
FP1-005,2023-07-03,7.504714865149345,4
FP1-005,2023-07-10,7.503630389031409,4
FP1-005,2023-07-17,7.759766219387227,4
FP1-005,2023-07-24,7.7262153933921205,4
FP1-005,2023-07-31,7.948831864917521,4
FP1-005,2023-08-07,8.325661755892312,4
FP1-005,2023-08-14,8.349375021849623,4
FP1-005,2023-08-21,8.232193781339507,4
FP1-005,2023-08-28,8.273294290177681,4
FP1-005,2023-09-04,8.194484666207238,4
FP1-005,2023-09-11,8.34957981449293,4
FP1-005,2023-09-18,8.380898502926415,4
FP1-005,2023-09-25,8.404811561911744,4
FP1-005,2023-10-02,8.646398236642458,4
FP1-005,2023-10-09,8.890429679240365,4
FP1-005,2023-10-16,8.98071688936632,4
FP1-005,2023-10-23,8.933267146888628,4
FP1-005,2023-10-30,9.134778301231897,4
FP1-005,2023-11-06,9.19280619374627,4
FP1-005,2023-11-13,9.24615132006078,4
FP1-005,2023-11-20,9.288714272962329,4
FP1-005,2023-11-27,9.326140587789238,4
FP1-005,2023-12-04,9.363468087850025,4
FP1-005,2023-12-11,9.393021214604769,4
FP1-005,2023-12-18,10.217430134921374,4
FP1-005,2023-12-25,10.850754804943252,4
FP1-006,2023-01-02,2.2111151417723875,4
FP1-006,2023-01-09,1.4585601534378827,4
FP1-006,2023-01-16,1.1712390858956927,4
FP1-006,2023-01-23,2.9156744809888755,4
FP1-006,2023-01-30,2.9674758580986342,4
FP1-006,2023-02-06,3.6035553240923424,4
FP1-006,2023-02-13,2.617523625332842,4
FP1-006,2023-02-20,2.2384608100339007,4
FP1-006,2023-02-27,1.4715527163037434,4
FP1-006,2023-03-06,3.020528596322377,4
FP1-006,2023-03-13,2.3976950477236203,4
FP1-006,2023-03-20,2.764543586238057,4
FP1-006,2023-03-27,1.6942845114109788,4
FP1-006,2023-04-03,1.2697444620671225,4
FP1-006,2023-04-10,3.520422332808287,4
FP1-006,2023-04-17,3.2062608674867885,4
FP1-006,2023-04-24,4.283267127011531,4
FP1-006,2023-05-01,7.190319463002442,4
FP1-006,2023-05-08,8.347940525835227,4
FP1-006,2023-05-15,12.050109011403956,4
FP1-006,2023-05-22,12.692684637941529,4
FP1-006,2023-05-29,12.2360641059653,4
FP1-006,2023-06-05,12.735808002917226,4
FP1-006,2023-06-12,11.602222136233829,4
FP1-006,2023-06-19,10.54988573130185,4
FP1-006,2023-06-26,12.788922103447582,4
FP1-006,2023-07-03,10.997322616073806,4
FP1-006,2023-07-10,10.999035934235629,4
FP1-006,2023-07-17,9.075217402027867,4
FP1-006,2023-07-24,7.715890572460515,4
FP1-006,2023-07-31,7.9032455566556425,4
FP1-006,2023-08-07,6.020593578369045,4
FP1-006,2023-08-14,5.3477590634398675,4
FP1-006,2023-08-21,5.118889601663013,4
FP1-006,2023-08-28,4.385995640854214,4
FP1-006,2023-09-04,3.473719312166751,4
FP1-006,2023-09-11,3.8198065920438604,4
FP1-006,2023-09-18,3.28100009093563,4
FP1-006,2023-09-25,7.007630434563962,4
FP1-006,2023-10-02,4.438026268628475,4
FP1-006,2023-10-09,3.522535392382239,4
FP1-006,2023-10-16,4.4585943858259895,4
FP1-006,2023-10-23,3.5374512245026617,4
FP1-006,2023-10-30,3.8295111557251302,4
FP1-006,2023-11-06,3.937160257335179,4
FP1-006,2023-11-13,5.871081201404955,4
FP1-006,2023-11-20,4.694171395701742,4
FP1-006,2023-11-27,3.6350671293126346,4
FP1-006,2023-12-04,3.8628349516100875,4
FP1-006,2023-12-11,4.573654790842103,4
FP1-006,2023-12-18,4.215372578858744,4
FP1-006,2023-12-25,5.954880299903308,4
FP1-007,2023-01-02,9.391329685886841,4
FP1-007,2023-01-09,9.180608847844686,4
FP1-007,2023-01-16,10.679743631786245,4
FP1-007,2023-01-23,9.269439356605677,4
FP1-007,2023-01-30,4.288962963926105,4
FP1-007,2023-02-06,2.1310072051386375,4
FP1-007,2023-02-13,0.7707500635288878,4
FP1-007,2023-02-20,0.9117174396326135,4
FP1-007,2023-02-27,0.3509527545396426,4
FP1-007,2023-03-06,0.7491444864594248,4
FP1-007,2023-03-13,0.2909406950190371,4
FP1-007,2023-03-20,0.11296258108391505,4
FP1-007,2023-03-27,0.6555095331612899,4
FP1-007,2023-04-03,2.095753192660443,4
FP1-007,2023-04-10,0.816857978572636,4
FP1-007,2023-04-17,1.5321023269555485,4
FP1-007,2023-04-24,1.211001723431019,4
FP1-007,2023-05-01,1.6871632158186123,4
FP1-007,2023-05-08,1.2732416592499625,4
FP1-007,2023-05-15,1.10821676721911,4
FP1-007,2023-05-22,1.644959189363775,4
FP1-007,2023-05-29,2.463273586185057,4
FP1-007,2023-06-05,1.583365524720302,4
FP1-007,2023-06-12,2.4302999886185392,4
FP1-007,2023-06-19,2.772492204342628,4
FP1-007,2023-06-26,3.509516412224996,4
FP1-007,2023-07-03,3.2036998439442335,4
FP1-007,2023-07-10,4.886014529797963,4
FP1-007,2023-07-17,6.181956037614592,4
FP1-007,2023-07-24,5.461512428454481,4
FP1-007,2023-07-31,5.182989073949923,4
FP1-007,2023-08-07,5.072554928362786,4
FP1-007,2023-08-14,5.632269242744669,4
FP1-007,2023-08-21,5.251302334539116,4
FP1-007,2023-08-28,7.50117403873946,4
FP1-007,2023-09-04,6.011249267932229,4
FP1-007,2023-09-11,6.592905985710734,4
FP1-007,2023-09-18,6.8341295420011186,4
FP1-007,2023-09-25,7.520617484621434,4
FP1-007,2023-10-02,7.802380030964023,4
FP1-007,2023-10-09,8.511041962504972,4
FP1-007,2023-10-16,8.208992714899924,4
FP1-007,2023-10-23,8.675553452415809,4
FP1-007,2023-10-30,9.460378683325887,4
FP1-007,2023-11-06,10.978373937359098,4
FP1-007,2023-11-13,10.393364733125948,4
FP1-007,2023-11-20,11.94323001925809,4
FP1-007,2023-11-27,13.188281334020301,4
FP1-007,2023-12-04,15.547697351388955,4
FP1-007,2023-12-11,12.2461345949736,4
FP1-007,2023-12-18,12.102694150027705,4
FP1-007,2023-12-25,12.041666866130903,4
FP1-008,2023-01-02,4.717809532796937,4
FP1-008,2023-01-09,4.573018530211443,4
FP1-008,2023-01-16,3.180816565544966,4
FP1-008,2023-01-23,4.510248521685493,4
FP1-008,2023-01-30,3.1835726754424227,4
FP1-008,2023-02-06,3.176472321022709,4
FP1-008,2023-02-13,3.183358591485348,4
FP1-008,2023-02-20,4.736725877623048,4
FP1-008,2023-02-27,4.826624736728714,4
FP1-008,2023-03-06,4.894954002591567,4
FP1-008,2023-03-13,5.125969913949661,4
FP1-008,2023-03-20,5.3289506286412465,4
FP1-008,2023-03-27,5.2526184703378656,4
FP1-008,2023-04-03,5.283178017277347,4
FP1-008,2023-04-10,5.23820182506416,4
FP1-008,2023-04-17,5.201457187997732,4
FP1-008,2023-04-24,5.261951936210103,4
FP1-008,2023-05-01,5.218078256153063,4
FP1-008,2023-05-08,5.440167988162228,4
FP1-008,2023-05-15,5.448946952278855,4
FP1-008,2023-05-22,5.448603493741081,4
FP1-008,2023-05-29,5.4039224735641564,4
FP1-008,2023-06-05,5.413872621617978,4
FP1-008,2023-06-12,5.4338083164101905,4
FP1-008,2023-06-19,5.3989657053505145,4
FP1-008,2023-06-26,5.40731948574787,4
FP1-008,2023-07-03,5.516180435413144,4
FP1-008,2023-07-10,5.660950999509031,4
FP1-008,2023-07-17,5.8045880754410515,4
FP1-008,2023-07-24,5.615967875726376,4
FP1-008,2023-07-31,5.621072308875026,4
FP1-008,2023-08-07,5.604198436332002,4
FP1-008,2023-08-14,5.618892906380619,4
FP1-008,2023-08-21,5.736680272346706,4
FP1-008,2023-08-28,6.2282860301121445,4
FP1-008,2023-09-04,5.978733622773927,4
FP1-008,2023-09-11,5.951641404668889,4
FP1-008,2023-09-18,6.176525510356209,4
FP1-008,2023-09-25,6.170560980440044,4
FP1-008,2023-10-02,6.789067304823024,4
FP1-008,2023-10-09,6.661203648830675,4
FP1-008,2023-10-16,7.1018671826110165,4
FP1-008,2023-10-23,7.151690229247743,4
FP1-008,2023-10-30,7.287118533463065,4
FP1-008,2023-11-06,7.30432948054706,4
FP1-008,2023-11-13,6.349151029351208,4
FP1-008,2023-11-20,7.298724975107636,4
FP1-008,2023-11-27,7.311859009232027,4
FP1-008,2023-12-04,7.266812991235048,4
FP1-008,2023-12-11,6.846197640358252,4
FP1-008,2023-12-18,6.857383582191248,4
FP1-008,2023-12-25,7.693596859779515,4
FP1-009,2023-01-02,11.817412025629864,4
FP1-009,2023-01-09,12.355795157587067,4
FP1-009,2023-01-16,10.571991484737536,4
FP1-009,2023-01-23,8.49973904500726,4
FP1-009,2023-01-30,6.232129202793429,4
FP1-009,2023-02-06,6.130167445342996,4
FP1-009,2023-02-13,4.788160901683665,4
FP1-009,2023-02-20,3.555637078899148,4
FP1-009,2023-02-27,2.8544797451160666,4
FP1-009,2023-03-06,4.217623456648803,4
FP1-009,2023-03-13,5.396382617963687,4
FP1-009,2023-03-20,4.385859893991516,4
FP1-009,2023-03-27,3.8073742448251977,4
FP1-009,2023-04-03,3.0412790600086055,4
FP1-009,2023-04-10,3.8651037171860803,4
FP1-009,2023-04-17,3.9211136184713657,4
FP1-009,2023-04-24,3.5386606570782013,4
FP1-009,2023-05-01,3.313153961032823,4
FP1-009,2023-05-08,3.1825374246581006,4
FP1-009,2023-05-15,3.1064010536252464,4
FP1-009,2023-05-22,3.0618399037904838,4
FP1-009,2023-05-29,3.4532521962013694,4
FP1-009,2023-06-05,2.0217395999446195,4
FP1-009,2023-06-12,3.647765422787476,4
FP1-009,2023-06-19,3.7919618914517734,4
FP1-009,2023-06-26,3.4708719439669458,4
FP1-009,2023-07-03,3.6844878624474964,4
FP1-009,2023-07-10,4.219991032241741,4
FP1-009,2023-07-17,5.358915262190329,4
FP1-009,2023-07-24,4.395213439804346,4
FP1-009,2023-07-31,4.63857126888614,4
FP1-009,2023-08-07,4.784203338078615,4
FP1-009,2023-08-14,7.717744284128138,4
FP1-009,2023-08-21,6.582458769928525,4
FP1-009,2023-08-28,5.578752977477735,4
FP1-009,2023-09-04,4.9657751513019575,4
FP1-009,2023-09-11,5.753100814542618,4
FP1-009,2023-09-18,5.0806278667859015,4
FP1-009,2023-09-25,5.0497333861141875,4
FP1-009,2023-10-02,5.797011750582022,4
FP1-009,2023-10-09,5.111385271904557,4
FP1-009,2023-10-16,5.448936228893313,4
FP1-009,2023-10-23,4.899164405405732,4
FP1-009,2023-10-30,5.695119253451411,4
FP1-009,2023-11-06,5.05587072553246,4
FP1-009,2023-11-13,5.784537676578777,4
FP1-009,2023-11-20,5.866851095439187,4
FP1-009,2023-11-27,7.052354939741928,4
FP1-009,2023-12-04,6.64994314294322,4
FP1-009,2023-12-11,5.6610653803204585,4
FP1-009,2023-12-18,11.449002697897571,4
FP1-009,2023-12-25,11.689022390343142,4
FP1-010,2023-01-02,1.7014666289088018,4
FP1-010,2023-01-09,2.7134265557574375,4
FP1-010,2023-01-16,2.117117424052413,4
FP1-010,2023-01-23,1.717542745462807,4
FP1-010,2023-01-30,2.642983096368092,4
FP1-010,2023-02-06,2.5748967918766095,4
FP1-010,2023-02-13,1.763501484801602,4
FP1-010,2023-02-20,1.9983893100386523,4
FP1-010,2023-02-27,1.4094642921895595,4
FP1-010,2023-03-06,0.9790278538005817,4
FP1-010,2023-03-13,0.0,4
FP1-010,2023-03-20,0.32854646901688334,4
FP1-010,2023-03-27,0.9434173093624695,4
FP1-010,2023-04-03,1.1209244097401097,4
FP1-010,2023-04-10,4.521798802869807,4
FP1-010,2023-04-17,5.435923971813777,4
FP1-010,2023-04-24,8.063759963354437,4
FP1-010,2023-05-01,6.771459878921366,4
FP1-010,2023-05-08,4.765058357924553,4
FP1-010,2023-05-15,4.26257447656108,4
FP1-010,2023-05-22,3.756201270362193,4
FP1-010,2023-05-29,4.141425938406779,4
FP1-010,2023-06-05,4.920988269936813,4
FP1-010,2023-06-12,7.123851394693816,4
FP1-010,2023-06-19,7.613137802923635,4
FP1-010,2023-06-26,7.894403920085553,4
FP1-010,2023-07-03,7.950975863870508,4
FP1-010,2023-07-10,11.542736751366313,4
FP1-010,2023-07-17,11.975936478568318,4
FP1-010,2023-07-24,10.745737433893282,4
FP1-010,2023-07-31,13.485475548899466,4
FP1-010,2023-08-07,11.910853703868622,4
FP1-010,2023-08-14,10.588980301392033,4
FP1-010,2023-08-21,9.4086770073663,4
FP1-010,2023-08-28,9.736082340696262,4
FP1-010,2023-09-04,9.094884202281131,4
FP1-010,2023-09-11,10.523620696087109,4
FP1-010,2023-09-18,9.448040375153724,4
FP1-010,2023-09-25,8.386962596061707,4
FP1-010,2023-10-02,8.674372788730011,4
FP1-010,2023-10-09,7.755089873965075,4
FP1-010,2023-10-16,6.624253869257118,4
FP1-010,2023-10-23,6.649664369000861,4
FP1-010,2023-10-30,5.832453884345824,4
FP1-010,2023-11-06,8.520097023104006,4
FP1-010,2023-11-13,7.186625738555451,4
FP1-010,2023-11-20,6.200826583452137,4
FP1-010,2023-11-27,5.006532674093951,4
FP1-010,2023-12-04,3.9667162181639157,4
FP1-010,2023-12-11,3.875252539252545,4
FP1-010,2023-12-18,3.6847647301555644,4
FP1-010,2023-12-25,1.0305982875331288,4
FP1-011,2023-01-02,3.64251205362763,4
FP1-011,2023-01-09,4.755261202215309,4
FP1-011,2023-01-16,4.757893354867797,4
FP1-011,2023-01-23,3.746115776845318,4
FP1-011,2023-01-30,3.352340401837923,4
FP1-011,2023-02-06,3.927574063833546,4
FP1-011,2023-02-13,3.6966705180515844,4
FP1-011,2023-02-20,3.3223561879792287,4
FP1-011,2023-02-27,3.9058298792850135,4
FP1-011,2023-03-06,4.323708978011796,4
FP1-011,2023-03-13,4.959057746838528,4
FP1-011,2023-03-20,3.8187778087399433,4
FP1-011,2023-03-27,2.9793626796635824,4
FP1-011,2023-04-03,4.820310880716129,4
FP1-011,2023-04-10,5.01287983725235,4
FP1-011,2023-04-17,4.582669406955391,4
FP1-011,2023-04-24,6.375853358472872,4
FP1-011,2023-05-01,6.480865991842575,4
FP1-011,2023-05-08,8.467180112636772,4
FP1-011,2023-05-15,9.686234846807611,4
FP1-011,2023-05-22,9.824520502163606,4
FP1-011,2023-05-29,10.05598127446594,4
FP1-011,2023-06-05,11.390744095164036,4
FP1-011,2023-06-12,10.77536842097945,4
FP1-011,2023-06-19,9.411305012972756,4
FP1-011,2023-06-26,12.748697421775478,4
FP1-011,2023-07-03,12.156744896576726,4
FP1-011,2023-07-10,11.298531976711976,4
FP1-011,2023-07-17,9.643638215752965,4
FP1-011,2023-07-24,9.004140335484381,4
FP1-011,2023-07-31,7.776977398700356,4
FP1-011,2023-08-07,6.758949157298937,4
FP1-011,2023-08-14,6.808705573672824,4
FP1-011,2023-08-21,6.130001546244461,4
FP1-011,2023-08-28,5.842032713903286,4
FP1-011,2023-09-04,5.029802256446668,4
FP1-011,2023-09-11,5.063870379073163,4
FP1-011,2023-09-18,5.112674447041105,4
FP1-011,2023-09-25,5.235616833317749,4
FP1-011,2023-10-02,5.690857366117662,4
FP1-011,2023-10-09,9.22059947915309,4
FP1-011,2023-10-16,4.318852964442209,4
FP1-011,2023-10-23,4.578878424951289,4
FP1-011,2023-10-30,4.741952389906233,4
FP1-011,2023-11-06,5.296138647793211,4
FP1-011,2023-11-13,5.121513942592014,4
FP1-011,2023-11-20,4.969332896478566,4
FP1-011,2023-11-27,6.915820568252867,4
FP1-011,2023-12-04,6.072289002325684,4
FP1-011,2023-12-11,8.63715311161409,4
FP1-011,2023-12-18,7.263993276107692,4
FP1-011,2023-12-25,7.36422132798085,4
FP1-012,2023-01-02,3.736499647303031,4
FP1-012,2023-01-09,4.030004016475612,4
FP1-012,2023-01-16,3.8363324824262257,4
FP1-012,2023-01-23,3.1007181921513975,4
FP1-012,2023-01-30,2.9748330990440377,4
FP1-012,2023-02-06,3.5151678648040594,4
FP1-012,2023-02-13,7.03775232542251,4
FP1-012,2023-02-20,5.8217370090764575,4
FP1-012,2023-02-27,5.890625694618607,4
FP1-012,2023-03-06,5.83722465042092,4
FP1-012,2023-03-13,6.155511866309085,4
FP1-012,2023-03-20,6.192033847851844,4
FP1-012,2023-03-27,6.149409247302302,4
FP1-012,2023-04-03,6.277050533175355,4
FP1-012,2023-04-10,6.850773472269497,4
FP1-012,2023-04-17,6.73363840148382,4
FP1-012,2023-04-24,6.756793333196952,4
FP1-012,2023-05-01,7.43657046786665,4
FP1-012,2023-05-08,5.513662172296921,4
FP1-012,2023-05-15,6.259289590669229,4
FP1-012,2023-05-22,7.047782346456973,4
FP1-012,2023-05-29,7.6871995708193115,4
FP1-012,2023-06-05,7.897338245405082,4
FP1-012,2023-06-12,9.404764525138033,4
FP1-012,2023-06-19,10.628675015242864,4
FP1-012,2023-06-26,11.593298488332177,4
FP1-012,2023-07-03,11.714992310803584,4
FP1-012,2023-07-10,12.172796537141984,4
FP1-012,2023-07-17,12.095913220519265,4
FP1-012,2023-07-24,12.153187666727845,4
